issue_id,result_id,source_row_id,transaction_id,rule_id,issue_date,status,severity,issue_value,expected_value,issue_description
f3086671-5537-4317-a629-1e010ff544c4,e0cedfa3-4246-4f02-b71a-3f59819f6368,77563,TRX077564,DQ-CN01,2025-01-20,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
b3a5f50d-4f01-4166-9e4a-4f48153a6773,e0cedfa3-4246-4f02-b71a-3f59819f6368,82080,TRX082081,DQ-CN01,2025-01-20,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
bc426f2f-32bf-401f-8822-6916a3ec85be,6c9f8aac-b1c0-4513-8b37-342aa46fd749,29556,TRX029557,DQ-CN01,2025-01-21,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
0f62dd74-c4ff-4b25-9767-0449742a4efb,6c9f8aac-b1c0-4513-8b37-342aa46fd749,40026,TRX040027,DQ-CN01,2025-01-21,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
4f8d0128-3fb1-457d-9824-64c3220999ce,d1c06b2b-39c0-4868-a237-5b8d5b775b74,98809,TRX098810,DQ-CN01,2025-01-22,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
a3f4bbf1-7562-44d9-9d58-3f59b63f43d8,50d1cfda-37ba-42b4-8ae0-bf25051cd6ae,2020,TRX002021,DQ-CN01,2025-01-23,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
7878c9e4-28a0-4fab-bbac-91c15770e535,50d1cfda-37ba-42b4-8ae0-bf25051cd6ae,34587,TRX034588,DQ-CN01,2025-01-23,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
f44a596b-d951-4bda-a8b7-eeca8722a341,50d1cfda-37ba-42b4-8ae0-bf25051cd6ae,46009,TRX046010,DQ-CN01,2025-01-23,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
9b1965f3-f132-499d-8d9b-0d1e6f38ff8c,50d1cfda-37ba-42b4-8ae0-bf25051cd6ae,52535,TRX052536,DQ-CN01,2025-01-23,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
fea3515d-4b1d-420f-9eec-40e3a8befe82,50d1cfda-37ba-42b4-8ae0-bf25051cd6ae,77814,TRX077815,DQ-CN01,2025-01-23,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
998f3b22-13b7-4ace-919e-ae7fa08db73e,50d1cfda-37ba-42b4-8ae0-bf25051cd6ae,87765,TRX087766,DQ-CN01,2025-01-23,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
11832c11-c0fa-4380-b76e-a251b304c3fd,50d1cfda-37ba-42b4-8ae0-bf25051cd6ae,92149,TRX092150,DQ-CN01,2025-01-23,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
2b9d6039-62d5-44b9-8277-8c6e714eca69,3f7a9040-ef48-40a0-a23e-3875409e76e0,16505,TRX016506,DQ-CN01,2025-01-24,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
c89de037-6843-493b-9758-61c2f1db3193,3f7a9040-ef48-40a0-a23e-3875409e76e0,27870,TRX027871,DQ-CN01,2025-01-24,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
9b6cbcdd-8010-4cb9-9553-a36d460bb621,3f7a9040-ef48-40a0-a23e-3875409e76e0,50071,TRX050072,DQ-CN01,2025-01-24,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
bdbdd297-8d48-4e2b-a8d4-fdbf68901346,3f7a9040-ef48-40a0-a23e-3875409e76e0,56077,TRX056078,DQ-CN01,2025-01-24,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
6edeb119-14d6-4086-8313-9f8f59a82fe0,3f7a9040-ef48-40a0-a23e-3875409e76e0,61077,TRX061078,DQ-CN01,2025-01-24,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
50587f24-71b4-41b1-94ac-89ed04911105,ae960e02-55e9-469e-8066-faad913a98b2,44803,TRX044804,DQ-CN01,2025-01-25,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
e22932b4-cca2-4b9f-a8e0-5acaa7f48f20,ae960e02-55e9-469e-8066-faad913a98b2,71192,TRX071193,DQ-CN01,2025-01-25,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
0fc08d26-6e0f-4ed2-bf47-7a5be7ddd35b,ae960e02-55e9-469e-8066-faad913a98b2,87990,TRX087991,DQ-CN01,2025-01-25,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
ea4b18b6-ea25-474c-bdcc-fa5d31526f6d,ae960e02-55e9-469e-8066-faad913a98b2,92817,TRX092818,DQ-CN01,2025-01-25,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
d1a7b3b5-762e-4376-a5e2-3d940ec3e0d3,ae960e02-55e9-469e-8066-faad913a98b2,94816,TRX094817,DQ-CN01,2025-01-25,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
c29c48c7-154d-40d9-bcf0-95358788ae93,ae960e02-55e9-469e-8066-faad913a98b2,99872,TRX099873,DQ-CN01,2025-01-25,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
ba632a4d-b379-4aad-a36e-d4d078cbbc91,3ed04c77-e99d-4f30-ae40-7dd4a74ce46a,80300,TRX080301,DQ-CN01,2025-01-26,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
63033fac-770c-4072-804b-75c34635e2eb,3ed04c77-e99d-4f30-ae40-7dd4a74ce46a,87431,TRX087432,DQ-CN01,2025-01-26,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
7962b55c-eb01-4523-b24f-12de7b8da27d,bd512859-433b-4cac-acc3-d6f91c11fe78,5722,TRX005723,DQ-CN01,2025-01-27,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
bcc91bd1-da2f-4ddf-b567-3f4712bc66eb,bd512859-433b-4cac-acc3-d6f91c11fe78,14018,TRX014019,DQ-CN01,2025-01-27,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
4b46b172-da75-4c9a-b03b-2edea43b0cd2,bd512859-433b-4cac-acc3-d6f91c11fe78,21144,TRX021145,DQ-CN01,2025-01-27,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
e8340cf6-8a2d-4417-97ce-7ebab5ae5882,bd512859-433b-4cac-acc3-d6f91c11fe78,37616,TRX037617,DQ-CN01,2025-01-27,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
31c48ed8-0d5d-4a4a-8a94-8ebb2a91fd9c,bd512859-433b-4cac-acc3-d6f91c11fe78,61261,TRX061262,DQ-CN01,2025-01-27,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
d03a37cc-2583-4f4a-bc04-17e515564f9b,bd512859-433b-4cac-acc3-d6f91c11fe78,65227,TRX065228,DQ-CN01,2025-01-27,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
ab1e25c0-61b2-41e2-a4dc-8f10ac533082,9428906c-4a61-4ccf-9dcc-06b05cd97a51,58081,TRX058082,DQ-CN01,2025-01-28,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
e393e7d7-5731-419c-8ca8-762230cb38c7,9428906c-4a61-4ccf-9dcc-06b05cd97a51,68346,TRX068347,DQ-CN01,2025-01-28,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
fcf6e772-b926-4b0b-81dc-93df4811cdab,bcb386ea-21e7-47e9-904e-abf5126398a2,759,TRX000760,DQ-CN01,2025-01-29,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
fb3d1f79-0163-4a6d-adc7-f599152f477a,bcb386ea-21e7-47e9-904e-abf5126398a2,5145,TRX005146,DQ-CN01,2025-01-29,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
6d337fc6-3fed-463c-9cd4-19567132cb90,bcb386ea-21e7-47e9-904e-abf5126398a2,21674,TRX021675,DQ-CN01,2025-01-29,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
d2bffab0-0c14-45e2-934a-fa17ac39735f,bcb386ea-21e7-47e9-904e-abf5126398a2,31331,TRX031332,DQ-CN01,2025-01-29,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
6e81ae73-8c4a-443a-8fca-4bc398d52402,bcb386ea-21e7-47e9-904e-abf5126398a2,57787,TRX057788,DQ-CN01,2025-01-29,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
9fdd08b8-c581-49d7-bf87-20e0b0577ad5,01e8635f-5f8c-4d52-94ce-d897eaf92f03,61255,TRX061256,DQ-CN01,2025-01-30,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
0fe0abc5-7289-4fc3-9b89-b1b3a285c199,01e8635f-5f8c-4d52-94ce-d897eaf92f03,79421,TRX079422,DQ-CN01,2025-01-30,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
a52aa7f0-aaf1-4a34-994b-46c155762b62,01e8635f-5f8c-4d52-94ce-d897eaf92f03,97062,TRX097063,DQ-CN01,2025-01-30,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
aed6e704-c837-4f4e-8fb0-fbe37168cd2a,226facce-4b57-43dd-8059-b13c5c92539e,19389,TRX019390,DQ-CN01,2025-01-31,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
85b7f2fe-bf75-415c-976d-68ea8014e678,226facce-4b57-43dd-8059-b13c5c92539e,24536,TRX024537,DQ-CN01,2025-01-31,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
351862f3-38a5-4716-9219-a0659c831ac8,226facce-4b57-43dd-8059-b13c5c92539e,38046,TRX038047,DQ-CN01,2025-01-31,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
25c0a4ef-b3f7-4765-aaae-1f2a9c292e47,226facce-4b57-43dd-8059-b13c5c92539e,74784,TRX074785,DQ-CN01,2025-01-31,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
486f9e6f-af43-4f57-b30b-e384bd6b835e,69b9d6ad-3341-486f-9bc9-9474267e7d62,99109,TRX099110,DQ-CN01,2025-02-01,FAIL,High,,NOT NULL,Customer ID does not exist in customer master.
