transaction_id,transaction_date,customer_id,product_id,store_id,region_id,quantity,unit_price,discount_pct,sales_amount,payment_method,order_status
TRX000044,2025-01-26,CUS08460,PRD00059,STR019,REG003,7,10640159.35,4.11,71419941.61,Credit Card,Completed
TRX000045,2025-06-25,CUS10461,PRD00499,STR008,REG008,7,549892.91,20.66,3053995.24,Debit Card,Processing
TRX000046,2025-03-16,CUS04883,PRD00414,STR013,REG005,10,659281.31,20.72,5226782.23,Credit Card,Pending
TRX000047,2025-06-20,CUS06768,PRD00080,STR029,REG005,16,6016894.94,20.96,76092060.17,Bank Transfer,Pending
TRX000048,2025-05-11,CUS10173,PRD00049,STR029,REG005,15,4200541.39,25.82,46739424.05,Debit Card,Pending
TRX000049,2025-10-26,CUS04199,PRD00048,STR029,REG005,8,9113176.93,20.96,57624440.36,E-Wallet,Completed
TRX000050,2025-05-26,,PRD00296,STR022,REG006,10,3223561.0,12.02,28360889.68,Debit Card,Pending
TRX000051,2025-12-20,CUS10939,PRD00185,STR024,REG008,6,119360.18,10.54,640677.7,Debit Card,Cancelled
TRX000052,2025-09-11,CUS06758,PRD00022,STR025,REG001,5,7253406.34,25.8,26910137.52,Debit Card,Pending
TRX000053,2025-12-16,CUS07533,PRD00284,STR024,REG008,5,4636015.53,19.51,18657644.5,Bank Transfer,Pending
TRX000054,2025-05-25,CUS06199,PRD00486,STR015,REG007,4,713178.43,4.21,2732614.47,E-Wallet,Completed
TRX000055,2025-02-19,CUS01212,PRD00488,STR010,REG002,20,106487.62,6.64,1988336.84,E-Wallet,Cancelled
TRX000056,2025-07-31,CUS02957,PRD00363,STR013,REG005,16,2094986.83,6.24,31428154.43,Cash,Completed
TRX000057,2025-07-26,CUS08664,PRD00343,STR015,REG007,15,552603.01,22.02,6463797.41,Bank Transfer,Processing
TRX000058,2025-12-26,CUS03344,PRD00077,STR026,REG002,2,4331389.19,23.59,6619228.96,E-Wallet,Cancelled
TRX000059,2025-06-29,CUS00574,PRD00069,STR010,REG002,8,6473519.14,23.52,39607579.51,Credit Card,Completed
TRX000060,2025-09-16,CUS00910,PRD00182,STR023,REG007,4,166375.55,1.55,655186.92,Bank Transfer,Pending
TRX000061,2025-03-04,CUS06749,PRD00096,STR015,REG007,4,950200.52,14.49,3250065.86,E-Wallet,Cancelled
TRX000062,2025-11-13,CUS00441,PRD00317,STR022,REG006,10,1198541.61,11.41,10617880.12,Debit Card,Pending
TRX000063,2025-03-08,CUS04102,PRD00144,STR028,REG004,2,1761300.64,23.09,2709232.64,Bank Transfer,Processing
TRX000064,2025-03-23,CUS02734,PRD00445,STR002,REG002,1,252672.9,14.08,217096.56,Bank Transfer,Completed
TRX000065,2025-06-07,CUS01862,PRD00056,STR007,REG007,7,9471078.29,17.79,54503214.24,Debit Card,Cancelled
TRX000066,2025-08-17,CUS10975,PRD00398,STR026,REG002,15,1011776.55,23.17,11660218.85,Cash,Processing
TRX000067,2025-05-01,CUS10547,PRD00454,STR009,REG001,13,277437.51,1.97,3535635.88,Bank Transfer,Cancelled
TRX000068,2025-11-25,CUS14542,PRD00162,STR017,REG001,14,1055428.42,3.05,14325329.94,Debit Card,Processing
TRX000069,2025-01-04,CUS05024,PRD00307,STR028,REG004,16,3698052.36,23.68,45157656.98,E-Wallet,Pending
TRX000070,2025-03-09,CUS03650,PRD00377,STR009,REG001,10,1827833.14,28.14,13134808.94,Bank Transfer,Pending
TRX000071,2025-08-19,,PRD00384,STR017,REG001,11,1619984.44,17.0,14790457.94,Cash,Processing
TRX000072,2025-03-28,CUS10481,PRD00295,STR008,REG008,13,1692836.6,27.4,15976991.83,E-Wallet,Processing
TRX000073,2025-09-29,CUS00860,PRD00003,STR017,REG001,20,9452333.0,24.86,142049660.32,E-Wallet,Cancelled
TRX000074,2025-10-26,CUS08101,PRD00172,STR001,REG001,17,12599.64,9.18,194530.88,Bank Transfer,Processing
TRX000075,2025-12-17,CUS13488,PRD00433,STR009,REG001,14,318778.86,7.11,4145591.56,Cash,Completed
TRX000076,2025-11-05,CUS06686,PRD00283,STR029,REG005,16,2982522.47,22.2,37126439.71,Credit Card,Cancelled
TRX000077,2025-05-09,CUS06607,PRD00029,STR013,REG005,16,5151362.34,11.99,72539423.93,E-Wallet,Processing
TRX000078,2025-09-17,CUS04550,PRD00104,STR017,REG001,10,1498089.32,8.81,13661076.51,Debit Card,Processing
TRX000079,,CUS13576,PRD00249,STR029,REG005,8,104301.37,28.28,598439.54,Credit Card,Processing
TRX000080,2025-02-03,CUS04889,PRD00292,STR006,REG006,7,2710280.61,13.05,16496122.93,Credit Card,Completed
TRX000081,2025-08-29,CUS07139,PRD00356,STR018,REG002,5,1806082.47,5.81,8505745.39,Credit Card,Processing
TRX000082,2025-12-22,CUS04102,PRD00396,STR011,REG003,18,1846838.31,14.67,28366328.34,Credit Card,Pending
TRX000083,2025-04-28,CUS03539,PRD00096,STR004,REG004,19,950200.52,18.17,14773432.62,E-Wallet,Processing
TRX000084,2025-07-11,CUS09511,PRD00351,STR005,REG005,19,1564563.32,5.44,28109570.43,Cash,Cancelled
TRX000085,2025-03-11,CUS12508,PRD00153,STR006,REG006,10,1708965.18,7.9,15739569.31,E-Wallet,Processing
TRX000086,2025-07-13,CUS13645,PRD00087,STR003,REG003,13,931317.04,9.02,11015059.16,E-Wallet,Pending
TRX000087,2025-05-29,CUS07238,PRD00402,STR013,REG005,10,1294989.55,26.94,9461193.65,E-Wallet,Completed
TRX000088,2025-02-19,CUS07176,PRD00147,STR016,REG008,17,396176.63,2.07,6595588.15,E-Wallet,Cancelled
TRX000089,2025-02-10,CUS01054,PRD00138,STR005,REG005,12,1334862.12,1.75,15738024.39,E-Wallet,Pending
TRX000090,2025-07-21,CUS01816,PRD00306,STR029,REG005,9,1166863.56,8.38,9621723.54,Debit Card,Cancelled
TRX000091,2025-08-08,CUS11401,PRD00474,STR014,REG006,-1,477239.44,9.95,6446311.74,Cash,Cancelled
TRX000092,2025-02-20,CUS08098,PRD00392,STR002,REG002,11,2374963.69,26.7,19149332.23,Credit Card,Cancelled
TRX000093,2025-01-21,CUS10291,PRD00489,STR019,REG003,2,187840.78,27.81,271204.52,Debit Card,Pending
TRX000094,2025-05-29,CUS12933,PRD00372,STR008,REG008,10,1097438.71,0.06,10967802.47,Credit Card,Cancelled
TRX000095,2025-12-29,CUS12263,PRD00087,STR019,REG003,9,931317.04,10.44,7506787.87,Cash,Processing
TRX000096,2025-02-19,CUS04109,PRD00133,STR027,REG003,12,1640914.71,25.16,14736726.83,Bank Transfer,Pending
TRX000097,2025-11-11,CUS04631,PRD00230,STR030,REG006,1,217431.06,20.43,173009.89,Debit Card,Pending
TRX000098,2025-06-04,CUS07759,PRD00051,STR021,REG005,2,6119200.62,18.55,9968177.81,E-Wallet,Completed
TRX000099,2025-10-11,CUS11451,PRD00478,STR020,REG004,3,584276.47,14.61,1496741.03,Credit Card,Completed
TRX000100,2025-09-27,CUS04995,PRD00034,STR002,REG002,15,8952903.65,16.52,112108259.51,Debit Card,Completed
TRX000101,2025-10-16,CUS01270,PRD00065,STR007,REG007,2,5610074.38,4.33,10734316.32,Credit Card,Pending
TRX000102,2025-07-12,CUS04937,PRD00281,STR011,REG003,9,2654769.34,10.5,21384167.03,E-Wallet,Pending
TRX000103,2025-10-31,CUS00328,PRD00432,STR021,REG005,1,657617.56,19.68,528198.42,Cash,Processing
TRX000104,2025-07-15,CUS00451,PRD00411,STR024,REG008,19,1127939.3,19.88,17170394.38,E-Wallet,Cancelled
TRX000105,2025-06-03,CUS12537,PRD00173,STR016,REG008,18,237457.66,22.62,3307405.27,Credit Card,Completed
TRX000106,2025-01-29,CUS00323,PRD00497,STR016,REG008,12,584012.59,20.4,5578488.26,Debit Card,Completed
TRX000107,2025-05-01,CUS01983,PRD00160,STR028,REG004,1,121290.25,17.09,100561.75,Bank Transfer,Processing
TRX000108,2025-05-02,CUS04195,PRD00058,STR025,REG001,4,2969903.44,13.04,10330512.13,Bank Transfer,Completed
TRX000109,2025-09-13,CUS90025XXX,PRD00250,STR004,REG004,4,206438.41,6.3,773731.16,Bank Transfer,Cancelled
TRX000110,2025-12-04,CUS09330,PRD00391,STR013,REG005,9,1556093.12,11.34,12416689.44,Bank Transfer,Processing
TRX000111,2025-10-19,CUS08621,PRD00432,STR029,REG005,14,657617.56,3.98,8840221.34,E-Wallet,Completed
TRX000112,2025-03-29,CUS14074,PRD00199,STR023,REG007,9,9112.28,10.96,73022.17,Cash,Processing
TRX000113,2025-09-23,CUS12062,PRD00048,STR022,REG006,16,9113176.93,6.94,135691559.22,Cash,Pending
TRX000114,2025-09-05,CUS11823,PRD00347,STR017,REG001,11,1250283.33,24.94,10323089.34,E-Wallet,Pending
TRX000115,2025-09-22,CUS14555,PRD00308,STR003,REG003,6,3157148.09,0.77,18797028.3,Bank Transfer,Completed
TRX000116,2025-12-15,CUS07676,PRD00476,STR028,REG004,10,121756.51,0.54,1210990.25,Debit Card,Cancelled
TRX000117,2025-11-11,CUS01133,PRD00253,STR006,REG006,17,3820129.33,19.94,51992724.21,Credit Card,Processing
TRX000118,2025-12-09,CUS05024,PRD00001,STR026,REG002,6,5645402.73,6.3,31738454.15,Bank Transfer,Cancelled
TRX000119,2025-01-22,CUS08548,PRD00285,STR022,REG006,12,1693932.37,7.51,18800616.59,Bank Transfer,Cancelled
TRX000120,2025-01-19,CUS09404,PRD00227,STR028,REG004,2,68744.41,8.21,126200.99,Debit Card,Processing
TRX000121,2025-07-26,CUS05293,PRD00402,STR018,REG002,7,1294989.55,9.21,8230047.09,Credit Card,Pending
TRX000122,2025-04-15,CUS11228,PRD00274,STR016,REG008,14,1294512.99,27.3,13175553.21,Cash,Pending
TRX000123,2025-12-04,CUS10596,PRD00433,STR026,REG002,13,318778.86,16.05,3478993.09,Debit Card,Cancelled
TRX000124,2025-09-17,CUS11465,PRD00124,STR026,REG002,16,762266.61,8.59,11148606.53,Cash,Completed
TRX000125,2025-11-21,CUS13433,PRD00452,STR027,REG003,5,209045.96,10.38,936734.95,Bank Transfer,Pending
TRX000126,2025-06-22,CUS08936,PRD00398,STR010,REG002,13,1011776.55,4.79,12523061.89,Cash,Processing
TRX000127,2025-09-22,CUS02774,PRD00341,STR006,REG006,5,1978146.44,3.6,9534665.84,E-Wallet,Completed
TRX000128,2025-01-16,CUS09521,PRD00131,STR003,REG003,4,1371017.92,12.53,4796917.5,Cash,Completed
TRX000129,2025-10-24,CUS14973,PRD00450,STR016,REG008,13,323605.35,8.12,3865271.74,Bank Transfer,Cancelled
TRX000130,2025-10-24,CUS09547,PRD00236,STR010,REG002,8,140372.62,24.16,851668.76,Bank Transfer,Processing
TRX000131,2025-11-24,CUS13868,PRD00074,STR024,REG008,16,4482042.46,24.82,53913592.34,Credit Card,Cancelled
TRX000132,2025-05-22,CUS00401,PRD00244,STR007,REG007,12,28259.47,20.1,270951.8,Credit Card,Pending
TRX000133,2025-05-22,CUS00146,PRD00361,STR026,REG002,1,1134351.78,25.98,839647.19,E-Wallet,Completed
TRX000134,2025-04-29,CUS06765,PRD00018,STR013,REG005,14,669195.56,6.67,8743843.03,E-Wallet,Processing
TRX000135,2025-06-04,CUS07509,PRD00008,STR016,REG008,15,7528714.4,23.96,85872516.45,Bank Transfer,Processing
TRX000136,2025-03-29,CUS03963,PRD00284,STR012,REG004,4,4636015.53,11.15,16476399.19,Debit Card,Completed
TRX000137,2025-07-09,CUS00553,PRD00234,STR008,REG008,17,130598.91,21.99,1731963.56,Credit Card,Pending
TRX000138,2025-06-20,CUS05454,PRD00042,STR025,REG001,6,11334701.94,19.2,54950635.01,E-Wallet,Cancelled
TRX000139,,CUS05557,PRD00277,STR002,REG002,20,3491914.17,1.01,69132916.74,Debit Card,Pending
TRX000140,2025-10-14,CUS05186,PRD00059,STR006,REG006,5,10640159.35,11.86,46891182.26,Cash,Pending
TRX000141,2025-12-21,CUS13468,,STR003,REG003,5,1055428.42,17.49,4354169.95,E-Wallet,Pending
TRX000142,2025-01-02,CUS07161,PRD00450,STR003,REG003,5,323605.35,0.16,1615437.91,Debit Card,Cancelled
TRX000143,2025-03-02,CUS01156,PRD90001XXX,STR015,REG007,16,320825.72,7.63,4741547.48,Credit Card,Pending
TRX000144,2025-08-21,CUS09559,PRD00285,STR015,REG007,2,1693932.37,19.27,2735023.2,E-Wallet,Completed
TRX000145,2025-08-03,CUS02804,PRD00297,STR022,REG006,20,2370047.32,7.21,43983338.16,Debit Card,Completed
TRX000146,2025-11-19,CUS08082,PRD00248,STR006,REG006,20,207264.29,21.05,3272703.14,E-Wallet,Completed
TRX000147,2025-08-16,CUS08445,PRD00403,STR009,REG001,8,1583424.42,6.59,11832614.01,Bank Transfer,Completed
TRX000148,2025-03-22,CUS00080,PRD00103,STR007,REG007,18,1691764.12,3.76,29306768.2,Credit Card,Pending
TRX000149,2025-03-24,CUS07447,PRD00143,STR014,REG006,9,2316372.46,24.09,15825225.01,Debit Card,Completed
TRX000150,2025-12-06,CUS04227,PRD00010,STR014,REG006,20,6844381.47,12.25,120118894.8,E-Wallet,Cancelled
TRX000151,2025-12-12,CUS00015,PRD00301,STR009,REG001,4,4439634.85,18.74,14430589.12,Bank Transfer,Cancelled
TRX000152,2025-06-17,CUS14663,PRD00011,STR006,REG006,19,2289262.49,25.55,32382762.55,Debit Card,Processing
TRX000153,2025-06-25,CUS05388,PRD00236,STR016,REG008,2,140372.62,1.54,276421.76,Debit Card,Cancelled
TRX000154,2025-03-21,CUS01307,PRD00446,STR023,REG007,18,115605.22,6.64,1942722.6,Cash,Cancelled
TRX000155,2025-10-12,CUS14432,PRD00074,STR003,REG003,5,4482042.46,9.95,20180396.18,Credit Card,Processing
TRX000156,2025-09-18,CUS01443,PRD00489,STR013,REG005,10,187840.78,18.98,1521886.0,E-Wallet,Pending
TRX000157,2025-04-20,CUS08261,PRD00120,STR004,REG004,7,2065680.73,8.4,13245144.84,E-Wallet,Processing
TRX000158,2025-01-30,CUS12412,PRD00496,STR017,REG001,3,373528.65,23.83,853550.32,Debit Card,Pending
TRX000159,2025-03-11,CUS09831,PRD00046,STR024,REG008,14,9269926.88,26.04,95984530.89,Cash,Cancelled
TRX000160,2025-04-17,CUS09736,PRD00194,STR021,REG005,5,237571.31,2.24,1161248.56,Bank Transfer,Pending
TRX000161,2025-01-07,CUS02156,PRD00374,STR028,REG004,16,1038226.5,4.03,15942175.55,Bank Transfer,Pending
TRX000162,2025-02-25,CUS05775,PRD00137,STR005,REG005,11,975929.37,5.68,10125462.4,Bank Transfer,Pending
TRX000163,2025-05-19,CUS02779,PRD00341,STR019,REG003,15,1978146.44,9.78,26770255.77,Bank Transfer,Completed
TRX000164,2025-03-15,CUS10113,PRD00403,STR024,REG008,7,1583424.42,18.39,9045628.68,Bank Transfer,Pending
TRX000165,2025-06-24,CUS10119,PRD00102,STR017,REG001,9,1190004.0,20.0,8568028.8,Credit Card,Processing
TRX000166,2025-08-25,CUS08825,PRD00481,STR023,REG007,20,253161.33,3.15,4903734.96,E-Wallet,Cancelled
TRX000167,2025-05-20,CUS02900,PRD00075,STR019,REG003,1,4749441.02,16.58,3961983.7,Credit Card,Processing
TRX000168,2025-09-09,CUS12353,PRD00298,STR016,REG008,7,2502561.89,8.94,15951830.0,Bank Transfer,Pending
TRX000169,2025-08-15,CUS11650,PRD00134,STR005,REG005,17,719646.84,3.2,11842508.4,Credit Card,Pending
TRX000170,2025-06-01,CUS02959,PRD00344,STR005,REG005,2,2801484.6,2.09,5485867.14,Credit Card,Completed
TRX000171,2025-07-17,CUS11320,PRD00299,STR010,REG002,20,1999281.89,9.98,35995071.15,Cash,Completed
TRX000172,2025-07-01,CUS10500,PRD00265,STR021,REG005,4,958743.9,19.14,3100961.27,Credit Card,Processing
TRX000173,2025-04-14,CUS05884,PRD00430,STR015,REG007,15,687322.13,20.85,8160231.99,Debit Card,Cancelled
TRX000174,2025-12-31,CUS02121,PRD00438,STR028,REG004,1,545154.12,6.72,508519.76,Debit Card,Completed
TRX000175,2025-12-07,CUS01516,PRD00259,STR027,REG003,16,4053976.56,17.96,53214117.92,E-Wallet,Cancelled
TRX000176,2025-06-13,CUS09990,PRD00255,STR006,REG006,9,982592.32,28.28,6342436.91,Bank Transfer,Processing
TRX000177,2025-08-04,CUS07674,PRD00280,STR023,REG007,11,1205049.55,8.18,12171241.46,Debit Card,Cancelled
TRX000178,2025-12-11,CUS02965,PRD00438,STR013,REG005,15,545154.12,29.51,5764187.09,E-Wallet,Cancelled
TRX000179,2025-01-22,CUS01469,PRD00042,STR008,REG008,3,11334701.94,27.02,24816196.43,Debit Card,Processing
TRX000180,2025-03-18,CUS04476,PRD00163,STR016,REG008,3,435718.11,28.21,938406.09,Credit Card,Cancelled
TRX000181,2025-07-24,CUS10625,PRD00430,STR005,REG005,6,687322.13,19.76,3309043.66,Debit Card,Cancelled
TRX000182,2025-04-27,CUS04101,PRD00382,STR015,REG007,3,704591.05,2.87,2053107.86,Debit Card,Cancelled
TRX000183,2025-10-29,CUS05991,PRD00367,STR011,REG003,18,1140822.62,22.86,15840550.24,Credit Card,Processing
TRX000184,2025-04-15,CUS14066,PRD00424,STR014,REG006,9,370112.16,16.38,2785390.09,Credit Card,Processing
TRX000185,2025-11-30,CUS11175,PRD00399,STR026,REG002,2,2080412.95,8.62,3802162.71,Cash,Cancelled
TRX000186,2025-12-31,CUS04006,PRD00261,STR007,REG007,4,1134104.22,24.4,3429531.16,Cash,Processing
TRX000187,2025-01-27,CUS07899,PRD00430,STR014,REG006,1,687322.13,27.91,495490.52,Bank Transfer,Cancelled
TRX000188,2025-11-23,CUS13840,PRD00496,STR015,REG007,10,373528.65,20.32,2976276.28,Bank Transfer,Pending
TRX000189,2025-03-06,CUS03850,PRD00423,STR018,REG002,17,204485.84,27.13,2533150.14,Credit Card,Completed
TRX000190,2025-08-29,CUS03604,PRD00041,STR020,REG004,13,4992859.86,15.37,54930944.89,Debit Card,Processing
TRX000191,2025-08-19,CUS11257,PRD00213,STR022,REG006,11,131407.25,14.73,1232560.58,Bank Transfer,Completed
TRX000192,2025-08-19,CUS11389,PRD00483,STR013,REG005,11,33292.39,9.03,333146.96,Cash,Cancelled
TRX000193,2025-03-08,CUS06953,PRD00352,STR001,REG001,5,2805765.34,2.6,13664077.21,E-Wallet,Pending
TRX000194,2025-11-18,CUS09559,PRD00171,STR001,REG001,14,215661.33,3.81,2904224.87,Debit Card,Cancelled
TRX000195,2025-11-10,CUS09908,PRD00249,STR012,REG004,6,104301.37,23.45,598820.24,Bank Transfer,Cancelled
TRX000196,2025-03-21,CUS04246,PRD00033,STR004,REG004,14,4370069.95,25.71,45451349.52,Credit Card,Pending
TRX000197,2025-09-30,CUS09112,PRD00094,STR020,REG004,7,1202607.37,21.58,6601592.9,Credit Card,Completed
TRX000198,2025-10-03,CUS09730,PRD00304,STR023,REG007,9,3866753.32,21.51,27315132.13,Bank Transfer,Processing
TRX000199,2025-03-30,CUS10783,PRD00110,STR019,REG003,8,376960.65,3.06,2923405.23,Cash,Cancelled
TRX000200,2025-04-21,CUS12353,PRD00408,STR023,REG007,18,727287.57,13.72,11295066.88,Credit Card,Completed
TRX000201,2025-12-03,CUS06356,PRD00326,STR025,REG001,6,1853418.77,7.56,10279801.87,Debit Card,Completed
TRX000202,2025-11-04,CUS01862,PRD00448,STR028,REG004,16,189751.08,14.01,2610671.26,E-Wallet,Cancelled
TRX000203,2025-06-20,CUS13487,PRD00123,STR001,REG001,6,1433654.42,27.02,6277685.97,Credit Card,Pending
TRX000204,2025-09-06,CUS07862,PRD00261,STR014,REG006,10,1134104.22,21.62,8889108.88,E-Wallet,Cancelled
TRX000205,2025-05-09,CUS12051,PRD00262,STR008,REG008,16,3957595.04,25.25,47332836.68,Debit Card,Processing
TRX000206,2025-09-18,CUS10412,PRD00285,STR017,REG001,9,1693932.37,14.73,19499617.78,Bank Transfer,Processing
TRX000207,2025-07-17,CUS03343,PRD00237,STR022,REG006,9,133575.8,22.21,935177.53,Bank Transfer,Completed
TRX000208,2025-07-20,CUS04180,PRD00294,STR023,REG007,1,1015954.21,18.0,833082.45,E-Wallet,Pending
TRX000209,2025-01-03,CUS14697,PRD00018,STR015,REG007,8,669195.56,15.41,4528580.19,E-Wallet,Processing
TRX000210,2025-06-06,CUS05349,PRD00224,STR018,REG002,18,17623.86,2.06,310694.55,Credit Card,Processing
TRX000211,2025-04-29,CUS13090,PRD00039,STR010,REG002,11,4842924.85,15.97,44764607.27,E-Wallet,Pending
TRX000212,2025-07-30,CUS02936,PRD00290,STR011,REG003,7,2821040.56,27.0,14415517.26,Bank Transfer,Processing
TRX000213,2025-04-02,CUS04148,PRD00424,STR028,REG004,3,370112.16,14.17,953001.8,Debit Card,Pending
TRX000214,2025-08-17,CUS14777,PRD00148,STR025,REG001,11,1575872.61,1.96,16994840.58,Cash,Pending
TRX000215,2025-02-07,CUS06655,PRD00467,STR012,REG004,18,258477.26,20.24,3710906.33,Debit Card,Processing
TRX000216,2025-04-10,CUS13620,PRD00364,STR016,REG008,17,1156780.22,21.47,15443131.62,Credit Card,Cancelled
TRX000217,2025-02-28,CUS06103,PRD00234,STR007,REG007,3,130598.91,6.79,365193.73,Debit Card,Cancelled
TRX000218,2025-06-19,CUS03113,PRD00141,STR011,REG003,13,667761.38,24.26,6574912.1,Debit Card,Processing
TRX000219,2025-12-26,CUS07782,PRD00124,STR020,REG004,3,762266.61,9.68,2065437.61,Bank Transfer,Cancelled
TRX000220,2025-01-05,CUS10248,PRD00084,STR012,REG004,5,6400502.27,13.65,27634168.55,Credit Card,Cancelled
TRX000221,2025-01-25,CUS07091,PRD00246,STR030,REG006,9,210078.34,1.64,1859697.5,Debit Card,Pending
TRX000222,2025-07-24,CUS06366,PRD00350,STR029,REG005,13,1936379.08,11.09,22381250.32,E-Wallet,Cancelled
TRX000223,2025-04-24,CUS11489,PRD00095,STR002,REG002,2,1706351.51,25.41,2545535.18,Bank Transfer,Completed
TRX000224,2025-05-09,CUS07922,PRD00393,STR028,REG004,4,2576825.85,25.17,7712955.13,Debit Card,Pending
TRX000225,2025-11-18,CUS06829,PRD00357,STR015,REG007,18,955477.94,9.1,15633530.05,Bank Transfer,Pending
TRX000226,2025-03-28,CUS05591,PRD00352,STR004,REG004,1,2805765.34,1.02,2777146.53,E-Wallet,Completed
