product_id,product_name,category,subcategory,brand,unit_cost,list_price
PRD00087,H&M Footwear 0087,Fashion,Footwear,H&M,678061.19,931317.04
PRD00088,Zara Men's Wear 0088,Fashion,Men's Wear,Zara,787657.25,981105.87
PRD00089,Adidas Kids Wear 0089,Fashion,Kids Wear,Adidas,1335942.89,2039450.42
PRD00090,Zara Footwear 0090,Fashion,Footwear,Zara,1253855.83,1633523.38
PRD00091,Uniqlo Men's Wear 0091,Fashion,Men's Wear,Uniqlo,105796.19,136371.29
PRD00092,Zara Footwear 0092,Fashion,Footwear,Zara,142603.25,189933.27
PRD00093,H&M Women's Wear 0093,Fashion,Women's Wear,H&M,1418762.93,2169856.03
PRD00094,H&M Women's Wear 0094,Fashion,Women's Wear,H&M,962856.18,1202607.37
PRD00095,Uniqlo Kids Wear 0095,Fashion,Kids Wear,Uniqlo,1147281.32,1706351.51
PRD00096,Adidas Women's Wear 0096,Fashion,Women's Wear,Adidas,632328.82,950200.52
PRD00097,H&M Kids Wear 0097,Fashion,Kids Wear,H&M,1081511.65,1288296.68
PRD00098,Uniqlo Women's Wear 0098,Fashion,Women's Wear,Uniqlo,1360980.5,1928781.56
PRD00099,H&M Women's Wear 0099,Fashion,Women's Wear,H&M,889270.1,1205850.26
PRD00100,Zara Men's Wear 0100,Fashion,Men's Wear,Zara,367624.24,435046.53
PRD00101,H&M Footwear 0101,Fashion,Footwear,H&M,1480921.32,1755632.22
PRD00102,Nike Footwear 0102,Fashion,Footwear,Nike,968270.14,1190004.0
PRD00103,Nike Footwear 0103,Fashion,Footwear,Nike,1083838.89,1691764.12
PRD00104,Zara Kids Wear 0104,Fashion,Kids Wear,Zara,1157809.2,1498089.32
PRD00105,Zara Men's Wear 0105,Fashion,Men's Wear,Zara,1391576.82,1917453.7
PRD00106,Uniqlo Women's Wear 0106,Fashion,Women's Wear,Uniqlo,165505.66,213502.3
PRD00107,H&M Women's Wear 0107,Fashion,Women's Wear,H&M,1052827.21,1280237.89
PRD00108,H&M Men's Wear 0108,Fashion,Men's Wear,H&M,1252538.92,1884695.31
PRD00109,Uniqlo Women's Wear 0109,Fashion,Women's Wear,Uniqlo,842749.34,1131390.99
PRD00110,H&M Men's Wear 0110,Fashion,Men's Wear,H&M,311100.64,376960.65
PRD00111,Adidas Women's Wear 0111,Fashion,Women's Wear,Adidas,522850.46,658843.86
PRD00112,Zara Men's Wear 0112,Fashion,Men's Wear,Zara,255803.95,331905.63
PRD00113,Nike Women's Wear 0113,Fashion,Women's Wear,Nike,445735.32,683668.83
PRD00114,Uniqlo Kids Wear 0114,Fashion,Kids Wear,Uniqlo,937030.34,1121250.5
PRD00115,Nike Kids Wear 0115,Fashion,Kids Wear,Nike,361698.56,479756.97
PRD00116,Nike Footwear 0116,Fashion,Footwear,Nike,386975.76,494322.84
PRD00117,Nike Men's Wear 0117,Fashion,Men's Wear,Nike,450076.41,676374.83
PRD00118,H&M Footwear 0118,Fashion,Footwear,H&M,251290.43,328034.53
PRD00119,Adidas Footwear 0119,Fashion,Footwear,Adidas,963829.83,1234280.48
PRD00120,Nike Men's Wear 0120,Fashion,Men's Wear,Nike,1452658.74,2065680.73
PRD00121,Zara Women's Wear 0121,Fashion,Women's Wear,Zara,1229550.96,1539274.85
PRD00122,Zara Women's Wear 0122,Fashion,Women's Wear,Zara,62656.1,98777.34
PRD00123,Nike Kids Wear 0123,Fashion,Kids Wear,Nike,1073255.29,1433654.42
PRD00124,Uniqlo Women's Wear 0124,Fashion,Women's Wear,Uniqlo,542577.13,762266.61
PRD00125,H&M Footwear 0125,Fashion,Footwear,H&M,920385.8,1276943.26
PRD00126,Adidas Kids Wear 0126,Fashion,Kids Wear,Adidas,1455125.08,2310593.11
PRD00127,Nike Women's Wear 0127,Fashion,Women's Wear,Nike,1462668.57,2037204.78
PRD00128,Uniqlo Men's Wear 0128,Fashion,Men's Wear,Uniqlo,1408054.06,2189383.26
PRD00129,Uniqlo Women's Wear 0129,Fashion,Women's Wear,Uniqlo,780531.35,1150737.37
PRD00130,Uniqlo Kids Wear 0130,Fashion,Kids Wear,Uniqlo,906510.67,1187075.72
PRD00131,Uniqlo Kids Wear 0131,Fashion,Kids Wear,Uniqlo,999575.62,1371017.92
PRD00132,Uniqlo Men's Wear 0132,Fashion,Men's Wear,Uniqlo,823405.95,1026540.2
PRD00133,Uniqlo Kids Wear 0133,Fashion,Kids Wear,Uniqlo,1060364.92,1640914.71
PRD00134,Uniqlo Kids Wear 0134,Fashion,Kids Wear,Uniqlo,518104.28,719646.84
PRD00135,H&M Kids Wear 0135,Fashion,Kids Wear,H&M,1388809.68,1702680.67
PRD00136,Zara Men's Wear 0136,Fashion,Men's Wear,Zara,1407439.89,1700891.11
PRD00137,Nike Footwear 0137,Fashion,Footwear,Nike,790930.68,975929.37
PRD00138,Nike Women's Wear 0138,Fashion,Women's Wear,Nike,992757.79,1334862.12
PRD00139,Zara Women's Wear 0139,Fashion,Women's Wear,Zara,1181191.34,1525390.5
PRD00140,Nike Footwear 0140,Fashion,Footwear,Nike,959783.28,1196945.73
PRD00141,Nike Men's Wear 0141,Fashion,Men's Wear,Nike,458186.76,667761.38
PRD00142,Uniqlo Footwear 0142,Fashion,Footwear,Uniqlo,777077.31,1145800.49
PRD00143,Nike Kids Wear 0143,Fashion,Kids Wear,Nike,1465502.0,2316372.46
PRD00144,Zara Men's Wear 0144,Fashion,Men's Wear,Zara,1211098.56,1761300.64
PRD00145,Uniqlo Footwear 0145,Fashion,Footwear,Uniqlo,351504.21,410240.56
PRD00146,H&M Men's Wear 0146,Fashion,Men's Wear,H&M,277511.38,325826.11
PRD00147,Uniqlo Kids Wear 0147,Fashion,Kids Wear,Uniqlo,258011.48,396176.63
PRD00148,Zara Men's Wear 0148,Fashion,Men's Wear,Zara,1188261.66,1575872.61
PRD00149,Uniqlo Women's Wear 0149,Fashion,Women's Wear,Uniqlo,346065.68,483730.61
PRD00150,Uniqlo Men's Wear 0150,Fashion,Men's Wear,Uniqlo,1446713.09,1972448.63
PRD00151,Uniqlo Kids Wear 0151,Fashion,Kids Wear,Uniqlo,1050646.91,1596352.92
PRD00152,H&M Women's Wear 0152,Fashion,Women's Wear,H&M,1118176.61,1441329.65
PRD00153,H&M Men's Wear 0153,Fashion,Men's Wear,H&M,1250614.84,1708965.18
PRD00154,Adidas Men's Wear 0154,Fashion,Men's Wear,Adidas,380268.74,536064.84
PRD00155,H&M Women's Wear 0155,Fashion,Women's Wear,H&M,467019.78,629355.86
PRD00156,H&M Footwear 0156,Fashion,Footwear,H&M,270942.63,376068.37
PRD00157,Nike Footwear 0157,Fashion,Footwear,Nike,597036.64,883017.19
PRD00158,Nike Footwear 0158,Fashion,Footwear,Nike,280431.55,324571.48
PRD00159,Zara Women's Wear 0159,Fashion,Women's Wear,Zara,112209.47,167741.94
PRD00160,H&M Women's Wear 0160,Fashion,Women's Wear,H&M,98722.33,121290.25
PRD00161,Adidas Women's Wear 0161,Fashion,Women's Wear,Adidas,578101.84,749855.9
PRD00162,Nike Footwear 0162,Fashion,Footwear,Nike,714624.16,1055428.42
PRD00163,Zara Women's Wear 0163,Fashion,Women's Wear,Zara,320286.76,435718.11
PRD00164,Adidas Men's Wear 0164,Fashion,Men's Wear,Adidas,1119386.3,1524939.96
PRD00165,Nike Men's Wear 0165,Fashion,Men's Wear,Nike,251226.88,357269.75
PRD00166,H&M Men's Wear 0166,Fashion,Men's Wear,H&M,188842.43,253369.89
PRD00167,H&M Men's Wear 0167,Fashion,Men's Wear,H&M,1134247.27,1475995.97
PRD00168,Zara Women's Wear 0168,Fashion,Women's Wear,Zara,114710.52,140222.14
PRD00169,Wings Snacks 0169,Food & Beverage,Snacks,Wings,35184.98,53871.72
PRD00170,ABC Dairy 0170,Food & Beverage,Dairy,ABC,158858.1,222051.85
PRD00171,ABC Beverages 0171,Food & Beverage,Beverages,ABC,143258.49,215661.33
PRD00172,Garuda Dairy 0172,Food & Beverage,Dairy,Garuda,8375.75,12599.64
PRD00173,Indofood Instant Food 0173,Food & Beverage,Instant Food,Indofood,191189.74,237457.66
PRD00174,Garuda Snacks 0174,Food & Beverage,Snacks,Garuda,187475.03,219739.48
PRD00175,Indofood Instant Food 0175,Food & Beverage,Instant Food,Indofood,27137.79,43100.24
PRD00176,Garuda Dairy 0176,Food & Beverage,Dairy,Garuda,64285.12,79790.69
PRD00177,Indofood Instant Food 0177,Food & Beverage,Instant Food,Indofood,45988.22,65832.14
PRD00178,Mayora Dairy 0178,Food & Beverage,Dairy,Mayora,142633.52,204807.47
PRD00179,Mayora Beverages 0179,Food & Beverage,Beverages,Mayora,88942.63,125240.12
PRD00180,ABC Beverages 0180,Food & Beverage,Beverages,ABC,19424.0,30858.91
PRD00181,Mayora Instant Food 0181,Food & Beverage,Instant Food,Mayora,83790.19,98503.75
PRD00182,Wings Snacks 0182,Food & Beverage,Snacks,Wings,109565.72,166375.55
PRD00183,Mayora Instant Food 0183,Food & Beverage,Instant Food,Mayora,131270.59,179551.91
PRD00184,Mayora Instant Food 0184,Food & Beverage,Instant Food,Mayora,196049.08,307855.87
PRD00185,Garuda Dairy 0185,Food & Beverage,Dairy,Garuda,99375.72,119360.18
PRD00186,Mayora Instant Food 0186,Food & Beverage,Instant Food,Mayora,117339.96,135926.61
PRD00187,ABC Snacks 0187,Food & Beverage,Snacks,ABC,174282.33,277666.61
PRD00188,Mayora Dairy 0188,Food & Beverage,Dairy,Mayora,81562.96,105885.03
PRD00189,Indofood Beverages 0189,Food & Beverage,Beverages,Indofood,177954.94,255294.16
PRD00190,Wings Beverages 0190,Food & Beverage,Beverages,Wings,31691.85,42885.41
PRD00191,Garuda Instant Food 0191,Food & Beverage,Instant Food,Garuda,130612.45,151458.2
PRD00192,ABC Snacks 0192,Food & Beverage,Snacks,ABC,169701.49,229130.95
PRD00193,Wings Dairy 0193,Food & Beverage,Dairy,Wings,129067.88,182811.75
PRD00194,Indofood Snacks 0194,Food & Beverage,Snacks,Indofood,193825.01,237571.31
PRD00195,Indofood Snacks 0195,Food & Beverage,Snacks,Indofood,13107.48,16582.27
PRD00196,Indofood Snacks 0196,Food & Beverage,Snacks,Indofood,117546.06,173603.78
PRD00197,Garuda Instant Food 0197,Food & Beverage,Instant Food,Garuda,116473.06,183806.14
PRD00198,Mayora Snacks 0198,Food & Beverage,Snacks,Mayora,117779.55,183182.53
PRD00199,Wings Dairy 0199,Food & Beverage,Dairy,Wings,6465.82,9112.28
PRD00200,Indofood Instant Food 0200,Food & Beverage,Instant Food,Indofood,19426.17,29894.93
PRD00201,ABC Snacks 0201,Food & Beverage,Snacks,ABC,122953.32,180569.25
PRD00202,ABC Instant Food 0202,Food & Beverage,Instant Food,ABC,29699.6,39488.59
PRD00203,Indofood Snacks 0203,Food & Beverage,Snacks,Indofood,191728.05,265409.14
PRD00204,Mayora Beverages 0204,Food & Beverage,Beverages,Mayora,39912.45,55290.72
PRD00205,ABC Snacks 0205,Food & Beverage,Snacks,ABC,135334.77,200566.13
PRD00206,ABC Instant Food 0206,Food & Beverage,Instant Food,ABC,119520.82,163420.82
PRD00207,Garuda Beverages 0207,Food & Beverage,Beverages,Garuda,138968.9,177296.52
PRD00208,ABC Snacks 0208,Food & Beverage,Snacks,ABC,175674.94,271962.37
PRD00209,Indofood Snacks 0209,Food & Beverage,Snacks,Indofood,105228.06,167680.91
PRD00210,Indofood Snacks 0210,Food & Beverage,Snacks,Indofood,30733.63,45857.65
PRD00211,Wings Beverages 0211,Food & Beverage,Beverages,Wings,42474.29,58814.15
PRD00212,ABC Dairy 0212,Food & Beverage,Dairy,ABC,68332.58,91695.49
PRD00213,Wings Dairy 0213,Food & Beverage,Dairy,Wings,90177.91,131407.25
PRD00214,ABC Beverages 0214,Food & Beverage,Beverages,ABC,119547.48,174288.27
PRD00215,ABC Snacks 0215,Food & Beverage,Snacks,ABC,82512.43,96589.05
PRD00216,Garuda Dairy 0216,Food & Beverage,Dairy,Garuda,29140.86,46065.87
PRD00217,Garuda Instant Food 0217,Food & Beverage,Instant Food,Garuda,42992.56,58478.48
PRD00218,Garuda Instant Food 0218,Food & Beverage,Instant Food,Garuda,150354.08,176906.61
PRD00219,Mayora Snacks 0219,Food & Beverage,Snacks,Mayora,129254.09,192627.37
PRD00220,Indofood Instant Food 0220,Food & Beverage,Instant Food,Indofood,74416.0,115463.87
PRD00221,Mayora Snacks 0221,Food & Beverage,Snacks,Mayora,9402.22,11293.01
PRD00222,Wings Beverages 0222,Food & Beverage,Beverages,Wings,6893.95,10647.02
PRD00223,Garuda Instant Food 0223,Food & Beverage,Instant Food,Garuda,131838.84,183638.32
PRD00224,Garuda Snacks 0224,Food & Beverage,Snacks,Garuda,11758.65,17623.86
PRD00225,ABC Snacks 0225,Food & Beverage,Snacks,ABC,52340.4,68450.78
PRD00226,Mayora Instant Food 0226,Food & Beverage,Instant Food,Mayora,160725.54,198399.61
PRD00227,ABC Beverages 0227,Food & Beverage,Beverages,ABC,52412.63,68744.41
PRD00228,Indofood Beverages 0228,Food & Beverage,Beverages,Indofood,60058.35,75751.6
PRD00229,Garuda Instant Food 0229,Food & Beverage,Instant Food,Garuda,86244.38,137930.64
PRD00230,Mayora Beverages 0230,Food & Beverage,Beverages,Mayora,141198.17,217431.06
PRD00231,Garuda Beverages 0231,Food & Beverage,Beverages,Garuda,173752.45,249717.02
PRD00232,Garuda Snacks 0232,Food & Beverage,Snacks,Garuda,96735.85,141195.65
PRD00233,Garuda Beverages 0233,Food & Beverage,Beverages,Garuda,33387.92,43350.88
PRD00234,Wings Snacks 0234,Food & Beverage,Snacks,Wings,93411.71,130598.91
PRD00235,Indofood Snacks 0235,Food & Beverage,Snacks,Indofood,157456.72,208173.53
PRD00236,Indofood Beverages 0236,Food & Beverage,Beverages,Indofood,96257.71,140372.62
PRD00237,Wings Snacks 0237,Food & Beverage,Snacks,Wings,94855.7,133575.8
PRD00238,Garuda Snacks 0238,Food & Beverage,Snacks,Garuda,45312.07,67315.61
PRD00239,Mayora Beverages 0239,Food & Beverage,Beverages,Mayora,194206.16,246738.93
PRD00240,Mayora Dairy 0240,Food & Beverage,Dairy,Mayora,193136.81,282057.0
PRD00241,Wings Snacks 0241,Food & Beverage,Snacks,Wings,8652.02,11989.1
PRD00242,Garuda Instant Food 0242,Food & Beverage,Instant Food,Garuda,135472.03,209277.19
PRD00243,Indofood Beverages 0243,Food & Beverage,Beverages,Indofood,197729.26,260448.98
PRD00244,ABC Instant Food 0244,Food & Beverage,Instant Food,ABC,24309.22,28259.47
PRD00245,ABC Dairy 0245,Food & Beverage,Dairy,ABC,48049.65,72012.01
PRD00246,Indofood Dairy 0246,Food & Beverage,Dairy,Indofood,169773.99,210078.34
PRD00247,Mayora Dairy 0247,Food & Beverage,Dairy,Mayora,117809.2,170469.91
PRD00248,Indofood Dairy 0248,Food & Beverage,Dairy,Indofood,143088.91,207264.29
PRD00249,Mayora Beverages 0249,Food & Beverage,Beverages,Mayora,68457.19,104301.37
PRD00250,Mayora Beverages 0250,Food & Beverage,Beverages,Mayora,129696.81,206438.41
PRD00251,ABC Beverages 0251,Food & Beverage,Beverages,ABC,7790.84,9557.02
PRD00252,Courts Bedding 0252,Home & Living,Bedding,Courts,2905856.4,3963588.13
PRD00253,Courts Decor 0253,Home & Living,Decor,Courts,2957443.16,3820129.33
PRD00254,Index Kitchenware 0254,Home & Living,Kitchenware,Index,1886180.71,2949986.63
PRD00255,Courts Kitchenware 0255,Home & Living,Kitchenware,Courts,622721.54,982592.32
PRD00256,Index Decor 0256,Home & Living,Decor,Index,2821200.21,3997076.46
PRD00257,ACE Decor 0257,Home & Living,Decor,ACE,2927742.12,3869303.99
PRD00258,Olympic Decor 0258,Home & Living,Decor,Olympic,1605380.06,2262622.66
PRD00259,Index Bedding 0259,Home & Living,Bedding,Index,2740840.08,4053976.56
PRD00260,Index Furniture 0260,Home & Living,Furniture,Index,2045927.08,2564569.59
PRD00261,IKEA Kitchenware 0261,Home & Living,Kitchenware,IKEA,823007.42,1134104.22
PRD00262,Courts Decor 0262,Home & Living,Decor,Courts,2703090.66,3957595.04
PRD00263,ACE Bedding 0263,Home & Living,Bedding,ACE,857867.11,1288687.97
PRD00264,Index Decor 0264,Home & Living,Decor,Index,2849933.16,3933477.75
PRD00265,Index Bedding 0265,Home & Living,Bedding,Index,612811.7,958743.9
PRD00266,Courts Decor 0266,Home & Living,Decor,Courts,74772.59,100943.0
PRD00267,Olympic Furniture 0267,Home & Living,Furniture,Olympic,1902112.39,2336935.28
PRD00268,IKEA Furniture 0268,Home & Living,Furniture,IKEA,814638.65,1174790.4
PRD00269,Index Bedding 0269,Home & Living,Bedding,Index,2745441.02,4322696.89
PRD00270,ACE Kitchenware 0270,Home & Living,Kitchenware,ACE,251096.38,301993.62
PRD00271,ACE Decor 0271,Home & Living,Decor,ACE,2647070.25,3145248.87
PRD00272,Index Decor 0272,Home & Living,Decor,Index,1970304.16,2471549.54
PRD00273,ACE Decor 0273,Home & Living,Decor,ACE,296881.56,367687.81
PRD00274,Courts Decor 0274,Home & Living,Decor,Courts,820558.44,1294512.99
PRD00275,IKEA Kitchenware 0275,Home & Living,Kitchenware,IKEA,1305688.26,1982426.49
PRD00276,Index Decor 0276,Home & Living,Decor,Index,42285.16,52150.29
PRD00277,ACE Bedding 0277,Home & Living,Bedding,ACE,2987350.65,3491914.17
PRD00278,Index Furniture 0278,Home & Living,Furniture,Index,1746854.97,2195272.64
PRD00279,ACE Kitchenware 0279,Home & Living,Kitchenware,ACE,1646588.98,2042593.63
PRD00280,Index Decor 0280,Home & Living,Decor,Index,1033933.55,1205049.55
PRD00281,Olympic Kitchenware 0281,Home & Living,Kitchenware,Olympic,1816841.87,2654769.34
PRD00282,IKEA Kitchenware 0282,Home & Living,Kitchenware,IKEA,1544644.73,2148909.75
PRD00283,ACE Decor 0283,Home & Living,Decor,ACE,2352703.69,2982522.47
PRD00284,Index Bedding 0284,Home & Living,Bedding,Index,2952500.02,4636015.53
PRD00285,IKEA Kitchenware 0285,Home & Living,Kitchenware,IKEA,1364643.82,1693932.37
PRD00286,IKEA Decor 0286,Home & Living,Decor,IKEA,747569.62,906353.41
PRD00287,IKEA Kitchenware 0287,Home & Living,Kitchenware,IKEA,2132724.02,3312120.4
PRD00288,ACE Kitchenware 0288,Home & Living,Kitchenware,ACE,2938243.98,4144393.13
PRD00289,Olympic Bedding 0289,Home & Living,Bedding,Olympic,1172931.63,1570320.87
PRD00290,ACE Decor 0290,Home & Living,Decor,ACE,2143484.96,2821040.56
PRD00291,IKEA Decor 0291,Home & Living,Decor,IKEA,574040.97,795104.15
PRD00292,ACE Decor 0292,Home & Living,Decor,ACE,1840973.11,2710280.61
PRD00293,Courts Kitchenware 0293,Home & Living,Kitchenware,Courts,2222770.78,2697110.06
PRD00294,Index Furniture 0294,Home & Living,Furniture,Index,685945.72,1015954.21
PRD00295,ACE Furniture 0295,Home & Living,Furniture,ACE,1199402.44,1692836.6
PRD00296,Olympic Furniture 0296,Home & Living,Furniture,Olympic,2393851.92,3223561.0
PRD00297,ACE Kitchenware 0297,Home & Living,Kitchenware,ACE,1515569.33,2370047.32
PRD00298,Olympic Kitchenware 0298,Home & Living,Kitchenware,Olympic,1570875.58,2502561.89
PRD00299,Index Decor 0299,Home & Living,Decor,Index,1366843.43,1999281.89
PRD00300,Courts Kitchenware 0300,Home & Living,Kitchenware,Courts,2753464.54,3531042.93
PRD00301,IKEA Decor 0301,Home & Living,Decor,IKEA,2952670.16,4439634.85
PRD00302,Olympic Kitchenware 0302,Home & Living,Kitchenware,Olympic,192285.46,303849.48
PRD00303,ACE Decor 0303,Home & Living,Decor,ACE,1057493.56,1474886.27
PRD00304,IKEA Kitchenware 0304,Home & Living,Kitchenware,IKEA,2817922.55,3866753.32
PRD00305,Index Furniture 0305,Home & Living,Furniture,Index,2031689.47,2489225.94
